gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,RevenuePerMonth,ChargeRatio,HighValueCustomer
0,0,0,0,67,0,1,53.4,3579.15,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,52.63455882352941,0.9956267222351699,0
1,0,0,0,2,0,1,24.9,49.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.566666666666666,1.4174573055028463,0
1,1,0,0,6,1,0,44.7,276.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39.5,1.1037037037037039,0
1,0,1,1,71,1,1,114.0,8175.9,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,113.55416666666666,0.9951624049758121,1
0,0,1,1,46,1,0,20.25,890.35,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,18.943617021276598,1.0153624579932787,0
0,0,0,0,5,1,0,53.85,259.8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,43.300000000000004,1.2155756207674944,0
1,1,1,0,67,1,0,83.85,5588.8,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82.18823529411765,1.007955027577429,1
1,0,0,1,3,1,0,20.2,50.6,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,12.65,1.4798534798534797,0
0,0,0,0,3,1,0,19.95,58.0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,14.5,1.2870967741935484,0
1,1,1,0,52,1,1,104.2,5568.35,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,105.06320754716982,0.9824330454428206,1
0,0,1,0,42,1,1,50.25,2203.65,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,51.24767441860465,0.9617652949947699,0
1,0,1,1,50,1,1,20.35,938.95,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,18.41078431372549,1.0483862821354615,0
1,1,1,0,23,1,1,90.0,2024.1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,84.33749999999999,1.0546360041013623,1
0,0,1,1,67,0,0,54.2,3623.95,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,53.29338235294117,0.9982800417123744,0
0,0,0,0,25,1,1,99.5,2369.05,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,91.1173076923077,1.0801444646249554,1
0,1,1,0,39,1,0,99.1,3877.95,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,96.94874999999999,1.011753595630368,1
0,0,0,0,69,1,1,66.9,4577.9,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,65.39857142857143,1.0075517975860067,0
0,0,0,0,1,0,0,25.85,25.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12.925,1.8563734290843805,0
1,0,0,0,32,1,0,91.05,2871.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,87.01515151515152,1.0344809777930797,1
0,0,0,0,9,1,0,71.0,672.55,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67.255,1.0402168339315803,1
0,0,0,0,16,1,1,93.2,1573.7,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,92.57058823529412,0.9960394794744452,1
1,0,1,1,60,1,1,20.95,1270.55,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,20.828688524590163,0.9597461604896549,0
0,0,1,1,72,1,1,109.2,7711.45,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,105.636301369863,1.024041518668628,1
1,0,1,0,5,1,0,19.35,126.05,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,21.008333333333333,0.8792124195380538,0
0,1,0,0,26,1,1,85.8,2193.65,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,81.2462962962963,1.0432080697093193,1
1,0,0,0,3,1,0,19.85,64.55,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,16.1375,1.1582786287381475,0
1,0,0,0,2,1,1,19.65,31.2,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,10.4,1.7236842105263157,0
0,0,0,1,2,1,0,20.5,38.25,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,12.75,1.490909090909091,0
0,0,0,0,36,1,1,89.65,3348.1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,90.48918918918919,0.9798971965377685,1
1,0,0,0,7,1,0,74.35,533.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66.7,1.0982274741506646,1
0,1,1,0,60,0,1,49.45,2907.55,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,47.66475409836066,1.0161358238870828,0
0,0,1,0,19,1,1,89.1,1620.8,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,81.03999999999999,1.0860555826426135,1
1,1,1,0,45,1,0,75.15,3480.35,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,75.65978260869565,0.980305414947467,1
1,1,0,0,4,1,1,70.65,293.85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,58.77,1.182031119290614,1
0,0,1,1,31,1,1,104.2,3243.45,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,101.3578125,1.017997527057351,1
1,0,1,1,47,1,0,90.05,4137.2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,86.19166666666666,1.0327821848418235,1
1,0,0,0,1,1,1,79.25,79.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39.625,1.9507692307692308,1
0,0,0,0,1,1,1,44.9,44.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.45,1.9147121535181237,0
0,0,0,0,1,1,0,19.4,19.4,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,9.7,1.8130841121495327,0
0,1,1,1,59,1,1,88.75,5348.65,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,89.14416666666666,0.9845340334464239,1
1,0,1,0,10,1,1,70.1,659.65,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59.96818181818182,1.1497800641169014,0
1,1,0,0,35,1,0,91.0,3180.5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,88.34722222222223,1.0184983677910773,1
1,0,0,0,4,0,1,29.65,118.5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,23.7,1.2004048582995952,0
1,0,1,1,32,1,1,90.8,3023.85,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,91.63181818181818,0.9802247411551107,1
1,0,0,0,43,1,1,77.85,3365.85,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,76.49659090909091,1.0045603179025469,1
1,0,0,0,4,1,0,54.3,195.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39.06,1.3554667998002994,0
0,1,1,0,54,1,1,18.95,1031.1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,18.747272727272726,0.9596261854341221,0
0,1,0,0,11,1,1,95.15,997.65,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,83.1375,1.130886941019165,1
0,1,0,0,66,1,1,102.4,6471.85,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,96.594776119403,1.0492364865381527,1
1,0,1,1,61,1,1,99.9,6241.35,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,100.66693548387097,0.9826203526696122,1
1,0,1,1,72,1,0,88.7,6501.35,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,89.05958904109589,0.9849034505312313,1
1,0,1,1,44,0,1,54.3,2317.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,51.49111111111111,1.0344608610981754,0
1,0,0,0,41,1,1,55.7,2237.55,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53.275000000000006,1.0262551819438046,0
1,0,1,0,50,1,1,103.95,5231.3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,102.57450980392157,1.0036253147303258,1
1,0,1,0,47,1,1,110.85,5275.8,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,109.91250000000001,0.9994364927307561,1
1,0,1,1,8,1,0,20.15,165.5,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,18.38888888888889,1.0392550143266475,0
1,0,0,0,18,1,0,20.05,358.5,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,18.86842105263158,1.0091390728476821,0
1,0,1,1,72,1,1,91.95,6614.9,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,90.61506849315067,1.003655856098327,1
1,0,0,0,1,1,0,80.5,80.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40.25,1.9515151515151514,1
0,1,0,0,42,1,0,55.65,2421.75,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,56.31976744186046,0.9708692565168882,0
0,1,0,0,18,1,1,74.7,1294.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,68.13684210526316,1.0804658952496955,1
0,0,0,1,13,1,1,104.15,1299.1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,92.79285714285713,1.11042571015155,1
0,0,1,1,68,1,1,83.65,5733.4,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,83.0927536231884,0.9947349372673377,1
1,0,0,0,4,1,1,72.2,305.55,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.11,1.1624537111576236,1
1,0,0,0,69,1,1,110.05,7430.75,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,106.15357142857142,1.0270306302703063,1
1,0,0,0,17,1,0,51.5,900.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,50.02777777777778,1.009254218835057,0
1,0,1,1,25,1,0,25.5,630.6,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,24.253846153846155,1.0097471824550714,0
1,1,0,0,43,1,1,89.55,3856.75,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,87.6534090909091,1.0101134397231302,1
0,0,1,1,59,1,0,19.5,1222.65,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,20.3775,0.9121740147351186,0
0,1,0,0,5,1,0,80.7,374.8,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,62.46666666666667,1.271533613445378,1
1,0,1,1,21,1,0,77.5,1625.0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,73.86363636363636,1.0352155434122647,1
0,0,1,1,69,1,1,105.1,7234.8,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,103.35428571428572,1.007145986200854,1
1,0,0,0,13,0,1,25.15,331.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.70357142857143,1.0180714182449038,0
1,0,1,0,42,1,1,95.25,3959.35,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,92.07790697674419,1.0233362899296663,1
1,0,1,0,52,1,1,95.65,5088.4,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,96.00754716981132,0.9860057571867585,1
1,1,0,0,46,1,0,85.0,3969.4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,84.45531914893617,0.9946718454337218,1
1,0,1,0,61,1,1,80.8,4860.85,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,78.40080645161291,1.01762190600973,1
1,0,0,0,29,0,1,24.85,788.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,26.26833333333333,0.9113134893955138,0
0,0,0,1,25,1,1,54.75,1266.35,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,48.70576923076923,1.1014817967268928,0
0,0,1,1,5,1,1,85.75,470.95,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,78.49166666666666,1.0787294265646294,1
1,0,0,0,15,0,0,50.75,688.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,43.0125,1.1530815109343935,0
0,0,1,1,19,1,0,20.15,387.7,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,19.384999999999998,0.9884719156242335,0
1,0,0,0,44,1,0,20.05,845.25,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,18.783333333333335,1.0134793597304128,0
0,1,0,0,6,1,1,98.25,560.6,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,80.08571428571429,1.2116807610993656,1
1,0,1,1,58,1,0,71.6,4230.25,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,71.69915254237289,0.9848808066678322,1
1,0,1,1,62,1,1,81.45,4983.05,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,79.09603174603176,1.0169043112929914,1
0,0,1,1,70,0,1,58.4,4113.15,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,57.93169014084506,0.9909778569123957,0
0,1,0,0,1,0,1,25.7,25.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.85,1.855595667870036,0
1,0,1,1,10,0,0,53.7,521.0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,47.36363636363637,1.1103383458646616,0
1,0,0,0,26,1,1,19.6,471.85,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,17.475925925925928,1.0608399318432393,0
1,0,0,0,66,1,0,89.4,5976.9,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,89.20746268656715,0.9910488260891148,1
0,0,1,1,7,1,1,69.0,506.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63.3625,1.072052825791416,0
1,0,1,1,51,1,0,84.2,4299.75,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,82.6875,1.0061239731142644,1
1,0,1,1,72,1,1,106.1,7548.6,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,103.4054794520548,1.0162301878870577,1
1,0,0,0,65,1,0,25.75,1654.75,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,25.071969696969695,0.9876507336917043,0
1,0,0,0,2,1,0,46.05,80.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.78333333333333,1.6574685062987402,0
1,0,0,1,70,1,0,64.95,4551.5,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,64.1056338028169,0.9976095186587346,0
1,0,1,0,72,1,1,85.45,6227.5,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,85.3082191780822,0.9900563447345448,1
0,0,1,1,1,1,0,20.05,20.05,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,10.025,1.81859410430839,0
0,1,1,0,1,1,1,76.4,76.4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,38.2,1.9489795918367347,1
0,0,0,0,5,1,1,100.5,514.0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,85.66666666666667,1.1596153846153845,1
1,0,0,0,3,1,0,20.7,57.5,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,14.375,1.346341463414634,0
1,0,0,0,58,1,1,25.3,1474.35,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,24.988983050847455,0.9734894185932763,0
1,1,1,1,22,0,0,40.05,880.2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,38.2695652173913,1.0198737821080601,0
1,1,1,0,33,1,1,100.6,3270.25,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,96.18382352941177,1.0351516985700233,1
1,0,0,0,1,1,0,69.95,69.95,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34.975,1.9444058373870743,0
1,1,1,0,54,1,0,74.0,3919.15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.25727272727273,1.0241183649333818,1
1,0,1,0,72,1,1,99.4,7285.7,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,99.80410958904109,0.9860709092638646,1
1,0,0,1,1,1,1,93.3,93.3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,46.65,1.9580272822665268,1
1,0,0,0,3,1,1,49.15,169.05,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,42.2625,1.1360878358855822,0
0,0,1,1,72,1,0,107.45,7658.3,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,104.90821917808219,1.0145577069833016,1
0,0,1,1,72,1,1,83.6,5959.3,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,81.63424657534247,1.0116870845282893,1
1,1,1,0,54,1,1,99.05,5295.7,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,96.28545454545454,1.018137813743996,1
0,0,1,0,59,1,1,80.1,4693.2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,78.22,1.0111083059833375,1
1,0,0,0,54,1,1,65.3,3512.9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,63.870909090909095,1.0066145351607387,0
1,0,0,0,60,1,1,89.55,5231.2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,85.75737704918032,1.0321888817505007,1
0,0,1,0,60,0,0,60.8,3603.45,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,59.07295081967213,1.0121027712207835,0
1,0,0,0,3,1,0,74.5,217.45,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54.3625,1.345676224881463,1
0,0,1,0,69,1,0,99.15,6875.35,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,98.21928571428572,0.9993016910594859,1
0,0,1,1,1,1,0,19.25,19.25,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,9.625,1.811764705882353,0
1,0,1,1,50,0,1,39.45,2021.35,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,39.634313725490195,0.9708543441021064,0
0,0,0,0,56,0,1,44.85,2564.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,44.99912280701754,0.9750185930319037,0
0,0,1,0,60,1,1,97.2,5611.75,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,91.99590163934427,1.0452073509320876,1
1,1,1,0,69,1,1,110.55,7610.1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,108.71571428571428,1.007604067655369,1
0,0,0,0,1,0,0,35.05,35.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,17.525,1.892037786774629,0
0,1,0,0,1,1,1,73.0,73.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36.5,1.9466666666666668,1
0,0,1,0,3,1,1,19.9,45.75,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,11.4375,1.5999999999999999,0
1,0,1,1,60,1,0,76.95,4543.95,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,74.49098360655738,1.019327028523654,1
0,0,0,0,13,0,0,35.4,450.4,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,32.17142857142857,1.0671834625322998,0
1,0,1,1,62,1,0,20.45,1297.35,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,20.59285714285714,0.9470724445914654,0
0,0,0,0,45,1,0,96.75,4442.75,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,96.58152173913044,0.9914786967418546,1
0,0,0,0,25,0,0,54.2,1423.15,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,54.736538461538466,0.9724321153779801,0
1,0,0,0,44,1,0,100.1,4378.35,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,97.29666666666668,1.0183458238665264,1
0,0,0,0,2,1,1,45.25,74.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.733333333333334,1.758419689119171,0
1,1,0,0,33,1,1,83.85,2716.3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,79.89117647058823,1.0365778278733229,1
0,0,0,0,1,1,1,70.1,70.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35.05,1.9445214979195562,0
0,0,0,0,22,1,0,20.85,450.65,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,19.593478260869563,1.0124564551884305,0
0,0,0,0,35,0,1,33.45,1175.85,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,32.662499999999994,0.9936873375417752,0
0,0,1,1,29,1,0,20.2,558.8,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,18.626666666666665,1.0292119565217392,0
1,1,1,0,27,1,1,85.9,2220.1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,79.28928571428571,1.0698812330412348,1
1,0,0,1,54,1,1,61.0,3283.05,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,59.691818181818185,1.005077814891928,0
0,1,0,0,2,1,1,70.65,142.35,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47.449999999999996,1.4582043343653253,1
1,0,0,0,57,1,1,86.9,4939.25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,85.15948275862068,1.0085947270999052,1
1,0,0,0,62,1,0,69.4,4237.5,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,67.26190476190476,1.0166724799441926,0
0,0,1,1,15,1,0,20.35,335.95,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,20.996875,0.9251314107117489,0
1,0,0,0,2,1,0,20.35,33.2,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,11.066666666666668,1.68646408839779,0
0,0,1,0,70,1,1,104.3,7188.5,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,101.24647887323944,1.0200840278256078,1
0,0,1,1,21,1,1,44.95,926.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42.10227272727273,1.0428684418665966,0
0,0,0,1,23,1,1,49.45,1119.35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,46.63958333333333,1.0380023614816112,0
1,0,0,0,6,1,0,20.6,116.6,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,16.657142857142855,1.166666666666667,0
1,0,1,1,4,1,0,19.55,68.8,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,13.76,1.3245257452574526,0
0,0,0,0,3,1,1,99.0,287.4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,71.85,1.3589567604667125,1
0,0,0,0,23,1,1,93.5,2341.55,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,97.56458333333335,0.9486166007905137,1
1,0,0,0,26,0,0,54.55,1362.85,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,50.47592592592592,1.0597186746771234,0
0,0,0,1,8,1,0,20.05,163.6,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,18.177777777777777,1.0454808806488993,0
1,0,0,0,26,1,1,83.95,2254.2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,83.48888888888888,0.993621778011573,1
1,0,0,0,2,1,1,79.45,145.15,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,48.38333333333333,1.6088423894701318,1
1,0,0,0,67,1,0,116.2,7752.3,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,114.00441176470588,1.01039602061302,1
0,0,1,0,71,1,1,93.7,6585.35,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,91.46319444444445,1.013376193230039,1
0,0,0,0,59,1,0,79.85,4786.1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,79.76833333333335,0.9886300323971852,1
1,0,1,1,39,1,0,100.0,3835.55,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,95.88875,1.0321115712608533,1
